date_diffusion,type,intitule,laboratoire,lieu,deadline,link
juillet 2026,Poste,Poste,Bruker,"Rennes, France",Non diffusé,https://www.linkedin.com/jobs/view/ing%C3%A9nieur-e-service-client-field-service-engineer-mass-spectrometry-%E2%80%93-rennes-m-f-d-at-bruker-4432768178/
